Indicator,Year,Geography,Cases,Rate per 100000,Population
Diagnosed infection among persons living with HIV infection,2012,Nebraska,"1,821",NA,"2,200"
Receipt of HIV medical care,2011,Utah,"1,039",NA,"2,175"
HIV viral suppression,2011,Utah,944,NA,"2,175"
Receipt of HIV medical care,2013,Iowa,"1,740",NA,"2,142"
HIV viral suppression,2013,Iowa,"1,386",NA,"2,142"
Diagnosed infection among persons living with HIV infection,2010,Nebraska,"1,739",NA,"2,100"
Receipt of HIV medical care,2012,Iowa,"1,352",NA,"2,088"
HIV viral suppression,2012,Iowa,"1,311",NA,"2,088"
HIV viral suppression,2016,Delaware,"3,049",NA,"2,052"
Receipt of HIV medical care,2016,Nebraska,"1,523",NA,"2,008"
Diagnosed infection among persons living with HIV infection,2014,West Virginia,"1,749",NA,"2,000"
Diagnosed infection among persons living with HIV infection,2015,West Virginia,"1,712",NA,"2,000"
Diagnosed infection among persons living with HIV infection,2016,West Virginia,"1,755",NA,"2,000"
Receipt of HIV medical care,2011,Iowa,"1,283",NA,"1,984"
HIV viral suppression,2011,Iowa,"1,253",NA,"1,984"
Receipt of HIV medical care,2015,Nebraska,"1,471",NA,"1,942"
HIV viral suppression,2015,Nebraska,"1,169",NA,"1,942"
HIV viral suppression,2016,Iowa,"2,427",NA,"1,914"
Diagnosed infection among persons living with HIV infection,2010,West Virginia,"1,557",NA,"1,900"
Diagnosed infection among persons living with HIV infection,2011,West Virginia,"1,657",NA,"1,900"
Diagnosed infection among persons living with HIV infection,2012,West Virginia,"1,728",NA,"1,900"
Diagnosed infection among persons living with HIV infection,2013,West Virginia,"1,707",NA,"1,900"
Receipt of HIV medical care,2010,Iowa,"1,240",NA,"1,899"
HIV viral suppression,2010,Iowa,"1,106",NA,"1,899"
Receipt of HIV medical care,2014,Nebraska,"1,342",NA,"1,882"
HIV viral suppression,2014,Nebraska,"1,004",NA,"1,882"
Receipt of HIV medical care,2013,Nebraska,"1,378",NA,"1,846"
HIV viral suppression,2013,Nebraska,"1,107",NA,"1,846"
Linkage to HIV care,2011,Georgia,"1,105",NA,"1,834"
Diagnosed infection among persons living with HIV infection,2015,Maine,"1,427",NA,"1,800"
Diagnosed infection among persons living with HIV infection,2016,Maine,"1,529",NA,"1,800"
Receipt of HIV medical care,2012,West Virginia,731,NA,"1,796"
HIV viral suppression,2012,West Virginia,806,NA,"1,796"
Receipt of HIV medical care,2012,Nebraska,"1,065",NA,"1,793"
HIV viral suppression,2012,Nebraska,"1,064",NA,"1,793"
Receipt of HIV medical care,2013,West Virginia,942,NA,"1,788"
HIV viral suppression,2013,West Virginia,660,NA,"1,788"
Linkage to HIV care,2013,Illinois,"1,366",NA,"1,746"
HIV viral suppression,2016,Rhode Island,"2,310",NA,"1,731"
Receipt of HIV medical care,2014,West Virginia,"1,136",NA,"1,728"
HIV viral suppression,2014,West Virginia,914,NA,"1,728"
HIV viral suppression,2016,Hawaii,"2,530",NA,"1,707"
Receipt of HIV medical care,2011,West Virginia,637,NA,"1,702"
Receipt of HIV medical care,2016,West Virginia,"1,246",NA,"1,702"
HIV viral suppression,2011,West Virginia,768,NA,"1,702"
Linkage to HIV care,2012,Illinois,"1,236",NA,"1,700"
Diagnosed infection among persons living with HIV infection,2014,Maine,"1,401",NA,"1,700"
Linkage to HIV care,2010,Illinois,"1,098",NA,"1,686"
Receipt of HIV medical care,2015,West Virginia,"1,126",NA,"1,676"
HIV viral suppression,2015,West Virginia,915,NA,"1,676"
Linkage to HIV care,2011,Illinois,"1,115",NA,"1,669"
Receipt of HIV medical care,2010,Nebraska,"1,039",NA,"1,669"
HIV viral suppression,2010,Nebraska,894,NA,"1,669"
Receipt of HIV medical care,2010,West Virginia,570,NA,"1,611"
HIV viral suppression,2010,West Virginia,680,NA,"1,611"
Diagnosed infection among persons living with HIV infection,2010,Maine,"1,249",NA,"1,600"
Diagnosed infection among persons living with HIV infection,2011,Maine,"1,264",NA,"1,600"
Diagnosed infection among persons living with HIV infection,2012,Maine,"1,280",NA,"1,600"
Diagnosed infection among persons living with HIV infection,2013,Maine,"1,320",NA,"1,600"
Linkage to HIV care,2015,Illinois,"1,210",NA,"1,523"
Linkage to HIV care,2014,Illinois,"1,124",NA,"1,504"
Receipt of HIV medical care,2016,Maine,"1,227",NA,"1,454"
Linkage to HIV care,2012,Maryland,975,NA,"1,430"
Linkage to HIV care,2013,Maryland,"1,071",NA,"1,427"
Receipt of HIV medical care,2015,Maine,"1,134",NA,"1,420"
HIV viral suppression,2015,Maine,977,NA,"1,420"
Linkage to HIV care,2016,Illinois,"1,174",NA,"1,410"
Linkage to HIV care,2016,North Carolina,"1,026",NA,"1,390"
Receipt of HIV medical care,2014,Maine,"1,104",NA,"1,377"
HIV viral suppression,2014,Maine,"1,011",NA,"1,377"
HIV viral suppression,2016,Utah,"2,591",NA,"1,340"
Receipt of HIV medical care,2013,Maine,991,NA,"1,322"
HIV viral suppression,2013,Maine,841,NA,"1,322"
Diagnosed infection among persons living with HIV infection,2013,New Hampshire,"1,125",NA,"1,300"
Diagnosed infection among persons living with HIV infection,2014,New Hampshire,"1,179",NA,"1,300"
Diagnosed infection among persons living with HIV infection,2015,New Hampshire,"1,136",NA,"1,300"
Diagnosed infection among persons living with HIV infection,2016,New Hampshire,"1,154",NA,"1,300"
Linkage to HIV care,2013,Louisiana,877,NA,"1,289"
Receipt of HIV medical care,2012,Maine,603,NA,"1,281"
HIV viral suppression,2012,Maine,523,NA,"1,281"
HIV viral suppression,2016,Nebraska,"2,008",NA,"1,268"
Linkage to HIV care,2011,Louisiana,794,NA,"1,249"
Linkage to HIV care,2014,Maryland,926,NA,"1,247"
Linkage to HIV care,2014,Louisiana,896,NA,"1,220"
Linkage to HIV care,2015,Maryland,975,NA,"1,220"
Diagnosed infection among persons living with HIV infection,2010,New Hampshire,"1,071",NA,"1,200"
Diagnosed infection among persons living with HIV infection,2011,New Hampshire,"1,092",NA,"1,200"
Diagnosed infection among persons living with HIV infection,2012,New Hampshire,"1,111",NA,"1,200"
Receipt of HIV medical care,2015,New Hampshire,920,NA,"1,194"
HIV viral suppression,2015,New Hampshire,843,NA,"1,194"
Receipt of HIV medical care,2014,New Hampshire,943,NA,"1,176"
HIV viral suppression,2014,New Hampshire,840,NA,"1,176"
Receipt of HIV medical care,2013,New Hampshire,895,NA,"1,151"
HIV viral suppression,2013,New Hampshire,809,NA,"1,151"
Receipt of HIV medical care,2016,New Hampshire,863,NA,"1,131"
Linkage to HIV care,2016,Louisiana,850,NA,"1,129"
Linkage to HIV care,2015,Louisiana,810,NA,"1,114"
Receipt of HIV medical care,2012,New Hampshire,720,NA,"1,110"
HIV viral suppression,2012,New Hampshire,727,NA,"1,110"
HIV viral suppression,2016,Maine,"1,454",NA,"1,109"
Diagnosed infection among persons living with HIV infection,2010,Idaho,873,NA,"1,100"
Diagnosed infection among persons living with HIV infection,2011,Idaho,915,NA,"1,100"
Diagnosed infection among persons living with HIV infection,2012,Idaho,958,NA,"1,100"
Diagnosed infection among persons living with HIV infection,2013,Idaho,"1,006",NA,"1,100"
Diagnosed infection among persons living with HIV infection,2014,Idaho,"1,003",NA,"1,100"
Diagnosed infection among persons living with HIV infection,2015,Idaho,"1,032",NA,"1,100"
Diagnosed infection among persons living with HIV infection,2016,Idaho,"1,085",NA,"1,100"
Receipt of HIV medical care,2011,New Hampshire,655,NA,"1,094"
HIV viral suppression,2011,New Hampshire,638,NA,"1,094"
Linkage to HIV care,2016,Maryland,886,NA,"1,087"
Receipt of HIV medical care,2010,New Hampshire,629,NA,"1,058"
HIV viral suppression,2010,New Hampshire,577,NA,"1,058"
Linkage to HIV care,2012,Louisiana,699,NA,"1,052"
Linkage to HIV care,2013,Virginia,723,NA,"1,010"
HIV viral suppression,2016,West Virginia,"1,702",NA,978
Linkage to HIV care,2010,New York,710,NA,972
Linkage to HIV care,2015,Virginia,708,NA,965
Linkage to HIV care,2014,Virginia,646,NA,928
Linkage to HIV care,2016,Virginia,654,NA,904
Linkage to HIV care,2010,District of Columbia,605,NA,833
Linkage to HIV care,2013,Tennessee,518,NA,805
Linkage to HIV care,2012,Michigan,576,NA,802
Diagnosed infection among persons living with HIV infection,2015,Alaska,646,NA,800
Linkage to HIV care,2011,Michigan,519,NA,794
Diagnosed infection among persons living with HIV infection,2014,Alaska,619,NA,790
Linkage to HIV care,2013,Michigan,584,NA,782
Linkage to HIV care,2014,Michigan,566,NA,782
Linkage to HIV care,2010,South Dakota,667,NA,780
Linkage to HIV care,2011,South Carolina,657,NA,778
HIV viral suppression,2016,New Hampshire,"1,131",NA,773
Diagnosed infection among persons living with HIV infection,2013,Alaska,642,NA,770
Linkage to HIV care,2014,South Carolina,610,NA,758
Diagnosed infection among persons living with HIV infection,2012,Alaska,650,NA,750
Linkage to HIV care,2014,Tennessee,468,NA,747
Linkage to HIV care,2016,Michigan,583,NA,744
Linkage to HIV care,2016,South Carolina,624,NA,743
Diagnosed infection among persons living with HIV infection,2011,Alaska,663,NA,740
Linkage to HIV care,2011,District of Columbia,568,NA,733
Linkage to HIV care,2013,South Carolina,610,NA,730
Linkage to HIV care,2015,Tennessee,428,NA,727
Linkage to HIV care,2015,Michigan,537,NA,724
Diagnosed infection among persons living with HIV infection,2010,Alaska,645,NA,720
Linkage to HIV care,2016,Tennessee,387,NA,713
Linkage to HIV care,2012,South Carolina,576,NA,711
Diagnosed infection among persons living with HIV infection,2014,Vermont,633,NA,700
Diagnosed infection among persons living with HIV infection,2015,Vermont,640,NA,700
Diagnosed infection among persons living with HIV infection,2013,Vermont,597,NA,690
Diagnosed infection among persons living with HIV infection,2016,Vermont,652,NA,690
Linkage to HIV care,2015,Alabama,514,NA,686
Diagnosed infection among persons living with HIV infection,2012,Vermont,553,NA,680
Diagnosed infection among persons living with HIV infection,2015,Montana,568,NA,680
Linkage to HIV care,2014,Alabama,453,NA,674
Linkage to HIV care,2015,South Carolina,574,NA,671
Diagnosed infection among persons living with HIV infection,2011,Vermont,493,NA,670
Diagnosed infection among persons living with HIV infection,2014,Montana,540,NA,670
Linkage to HIV care,2016,Alabama,499,NA,668
Diagnosed infection among persons living with HIV infection,2013,Montana,525,NA,660
Receipt of HIV medical care,2016,Alaska,587,NA,654
Diagnosed infection among persons living with HIV infection,2010,Vermont,455,NA,650
Diagnosed infection among persons living with HIV infection,2012,Montana,486,NA,650
Linkage to HIV care,2013,Alabama,406,NA,647
Receipt of HIV medical care,2013,Alaska,524,NA,644
HIV viral suppression,2013,Alaska,412,NA,644
Receipt of HIV medical care,2012,Alaska,362,NA,640
HIV viral suppression,2012,Alaska,375,NA,640
Diagnosed infection among persons living with HIV infection,2011,Montana,477,NA,640
Linkage to HIV care,2016,Massachusetts,545,NA,635
Linkage to HIV care,2015,Indiana,403,NA,631
Receipt of HIV medical care,2015,Alaska,551,NA,631
HIV viral suppression,2015,Alaska,472,NA,631
Diagnosed infection among persons living with HIV infection,2010,Montana,419,NA,620
Linkage to HIV care,2012,District of Columbia,495,NA,618
Linkage to HIV care,2015,Massachusetts,548,NA,618
Linkage to HIV care,2014,Massachusetts,535,NA,597
Receipt of HIV medical care,2014,Alaska,513,NA,593
HIV viral suppression,2014,Alaska,426,NA,593
Linkage to HIV care,2010,Missouri,334,NA,575
Receipt of HIV medical care,2016,Montana,512,NA,566
Receipt of HIV medical care,2015,Montana,494,NA,555
HIV viral suppression,2015,Montana,433,NA,555
Linkage to HIV care,2011,Missouri,331,NA,531
Linkage to HIV care,2012,Missouri,351,NA,531
Diagnosed infection among persons living with HIV infection,2013,South Dakota,435,NA,530
Receipt of HIV medical care,2014,Montana,476,NA,529
HIV viral suppression,2014,Montana,417,NA,529
Linkage to HIV care,2013,Colorado,396,NA,521
Diagnosed infection among persons living with HIV infection,2012,South Dakota,400,NA,520
Linkage to HIV care,2015,Mississippi,421,NA,510
Linkage to HIV care,2016,Missouri,377,NA,510
Diagnosed infection among persons living with HIV infection,2010,South Dakota,356,NA,510
Diagnosed infection among persons living with HIV infection,2011,South Dakota,378,NA,510
Linkage to HIV care,2012,Indiana,314,NA,504
HIV viral suppression,2016,Alaska,654,NA,501
Receipt of HIV medical care,2015,South Dakota,262,NA,491
HIV viral suppression,2015,South Dakota,209,NA,491
Linkage to HIV care,2011,Indiana,303,NA,485
Linkage to HIV care,2016,Indiana,331,NA,483
Receipt of HIV medical care,2016,South Dakota,280,NA,483
Linkage to HIV care,2013,Indiana,288,NA,482
Linkage to HIV care,2014,Mississippi,418,NA,482
Linkage to HIV care,2010,Indiana,276,NA,481
Linkage to HIV care,2014,Missouri,328,NA,472
Linkage to HIV care,2013,Missouri,293,NA,467
Linkage to HIV care,2015,Missouri,339,NA,466
Linkage to HIV care,2013,Washington,391,NA,464
Linkage to HIV care,2014,Indiana,311,NA,459
Receipt of HIV medical care,2014,South Dakota,232,NA,455
HIV viral suppression,2014,South Dakota,184,NA,455
Linkage to HIV care,2015,Washington,395,NA,451
HIV viral suppression,2016,Montana,566,NA,451
Linkage to HIV care,2010,California,342,NA,447
Linkage to HIV care,2014,Washington,375,NA,435
Linkage to HIV care,2016,Washington,369,NA,426
Linkage to HIV care,2016,Colorado,352,NA,425
Receipt of HIV medical care,2013,South Dakota,218,NA,425
HIV viral suppression,2013,South Dakota,171,NA,425
Linkage to HIV care,2016,Mississippi,302,NA,424
Linkage to HIV care,2014,District of Columbia,296,NA,401
Receipt of HIV medical care,2012,South Dakota,132,NA,392
HIV viral suppression,2012,South Dakota,157,NA,392
Diagnosed infection among persons living with HIV infection,2012,North Dakota,240,NA,380
Linkage to HIV care,2015,Colorado,322,NA,378
Linkage to HIV care,2015,District of Columbia,303,NA,372
Diagnosed infection among persons living with HIV infection,2011,North Dakota,213,NA,370
Diagnosed infection among persons living with HIV infection,2010,North Dakota,199,NA,360
Linkage to HIV care,2010,Minnesota,224,NA,339
Linkage to HIV care,2016,District of Columbia,273,NA,333
Receipt of HIV medical care,2016,North Dakota,273,NA,328
Diagnosed infection among persons living with HIV infection,2011,Wyoming,250,NA,320
Receipt of HIV medical care,2015,North Dakota,265,NA,317
HIV viral suppression,2015,North Dakota,222,NA,317
Diagnosed infection among persons living with HIV infection,2010,Wyoming,260,NA,310
Linkage to HIV care,2014,Minnesota,250,NA,304
Linkage to HIV care,2011,Minnesota,216,NA,302
Linkage to HIV care,2015,Minnesota,253,NA,293
Linkage to HIV care,2013,Arkansas,179,NA,291
Linkage to HIV care,2016,Minnesota,249,NA,289
Receipt of HIV medical care,2016,Wyoming,234,NA,288
Receipt of HIV medical care,2014,North Dakota,216,NA,283
HIV viral suppression,2014,North Dakota,180,NA,283
Linkage to HIV care,2015,Connecticut,239,NA,280
Receipt of HIV medical care,2015,Wyoming,212,NA,274
HIV viral suppression,2015,Wyoming,159,NA,274
Linkage to HIV care,2016,Connecticut,224,NA,265
Receipt of HIV medical care,2014,Wyoming,194,NA,260
HIV viral suppression,2014,Wyoming,133,NA,260
Linkage to HIV care,2013,Wisconsin,210,NA,252
Receipt of HIV medical care,2010,Wyoming,156,NA,251
HIV viral suppression,2010,Wyoming,131,NA,251
Receipt of HIV medical care,2013,Wyoming,199,NA,250
HIV viral suppression,2013,Wyoming,133,NA,250
Receipt of HIV medical care,2011,Wyoming,160,NA,243
HIV viral suppression,2011,Wyoming,144,NA,243
Receipt of HIV medical care,2013,North Dakota,183,NA,240
HIV viral suppression,2013,North Dakota,148,NA,240
HIV viral suppression,2016,North Dakota,328,NA,238
Linkage to HIV care,2014,Oregon,182,NA,233
Receipt of HIV medical care,2012,North Dakota,111,NA,232
HIV viral suppression,2012,North Dakota,137,NA,232
Linkage to HIV care,2016,Wisconsin,193,NA,230
Linkage to HIV care,2015,Wisconsin,179,NA,227
Linkage to HIV care,2013,Oregon,171,NA,226
Linkage to HIV care,2016,Oregon,175,NA,223
Linkage to HIV care,2014,Wisconsin,181,NA,219
HIV viral suppression,2016,South Dakota,483,NA,218
Linkage to HIV care,2015,Oregon,184,NA,217
Receipt of HIV medical care,2011,North Dakota,104,NA,203
HIV viral suppression,2011,North Dakota,117,NA,203
HIV viral suppression,2016,Wyoming,288,NA,197
Receipt of HIV medical care,2010,North Dakota,101,NA,193
HIV viral suppression,2010,North Dakota,109,NA,193
Linkage to HIV care,2015,New Mexico,109,NA,135
Linkage to HIV care,2016,New Mexico,114,NA,135
Linkage to HIV care,2016,Utah,88,NA,135
